Acct,Vendor,Material,Material_Description,Image,ImageNum
702,,,,https://cdn.shopify.com/s/files/1/0096/8264/9145/products/WhatsAppImage2020-08-10at12.13.50PM_16.jpg?v=1597593261,2
,,,,,
703,Saroj Fabrics,Embroidered Raw Silk,White benarsi munga silk with gold Zari,https://cdn.shopify.com/s/files/1/0096/8264/9145/products/WhatsAppImage2020-08-10at12.15.33PM_2.jpg?v=1597591706,1
,,,,,
704,,,,https://cdn.shopify.com/s/files/1/0096/8264/9145/products/WhatsAppImage2020-08-10at12.15.33PM_1.jpg?v=1597591706,2
,,,,,
705,Saroj Fabrics,Embroidered Raw Silk,Silver gray with metallic silver embroidery,https://cdn.shopify.com/s/files/1/0096/8264/9145/products/WhatsAppImage2020-08-10at12.18.36PM_3.jpg?v=1597584752,1
,,,,,
706,,,,https://cdn.shopify.com/s/files/1/0096/8264/9145/products/WhatsAppImage2020-08-10at12.18.36PM_2.jpg?v=1597584752,2
,,,,,
709,Saroj Fabrics,Embroidered Raw Silk,Dark maroon red raw silk with silver jal embroidery,https://cdn.shopify.com/s/files/1/0096/8264/9145/products/WhatsAppImage2020-08-10at12.15.57PM.jpg?v=1597584029,1
,,,,,
710,,,,https://cdn.shopify.com/s/files/1/0096/8264/9145/products/WhatsAppImage2020-08-10at12.15.56PM.jpg?v=1597584029,2
,,,,,
711,Saroj Fabrics,Embroidered Raw Silk,White Munga silk with gold swan design Butta,https://cdn.shopify.com/s/files/1/0096/8264/9145/products/WhatsAppImage2020-08-10at12.14.57PM_10.jpg?v=1597584227,1
,,,,,
712,,,,https://cdn.shopify.com/s/files/1/0096/8264/9145/products/WhatsAppImage2020-08-10at12.14.57PM_9.jpg?v=1597584227,2
,,,,,
713,Saroj Fabrics,Embroidered Raw Silk,Turquoise blue banarasi munga silk with gold embroidery,https://cdn.shopify.com/s/files/1/0096/8264/9145/products/WhatsAppImage2020-08-10at12.14.57PM_7.jpg?v=1597583741,1
,,,,,
714,,,,https://cdn.shopify.com/s/files/1/0096/8264/9145/products/WhatsAppImage2020-08-10at12.14.57PM_6.jpg?v=1597583741,2
,,,,,
715,Saroj Fabrics,Embroidered Raw Silk,Coral pink raw silk with white thread and gold sequin ,https://cdn.shopify.com/s/files/1/0096/8264/9145/products/WhatsAppImage2020-08-10at12.16.54PM_4.jpg?v=1597583492,1
,,,,,
716,,,,https://cdn.shopify.com/s/files/1/0096/8264/9145/products/WhatsAppImage2020-08-10at12.16.54PM.jpg?v=1597583492,2
,,,,,
717,Saroj Fabrics,Embroidered Raw Silk,Sea green mulberry silk with white and gold thread ,https://cdn.shopify.com/s/files/1/0096/8264/9145/products/WhatsAppImage2020-08-10at12.17.23PM_3.jpg?v=1597583299,1
,,,,,
718,,,,https://cdn.shopify.com/s/files/1/0096/8264/9145/products/WhatsAppImage2020-08-10at12.17.23PM_2.jpg?v=1597583299,2
,,,,,
719,Saroj Fabrics,Embroidered Raw Silk,Peach orange raw silk with white thread embroidery,https://cdn.shopify.com/s/files/1/0096/8264/9145/products/WhatsAppImage2020-08-10at12.16.54PM_16.jpg?v=1597583165,1
,,,,,
720,,,,https://cdn.shopify.com/s/files/1/0096/8264/9145/products/WhatsAppImage2020-08-10at12.16.54PM_15.jpg?v=1597583165,2
,,,,,
723,Saroj Fabrics,Embroidered Raw Silk,"Mauve purple slub silk with red,white, gray and gold embroidery work",https://cdn.shopify.com/s/files/1/0096/8264/9145/products/WhatsAppImage2020-08-10at12.13.25PM.jpg?v=1597582933,1
,,,,,
724,Saroj Fabrics,Embroidered Raw Silk,Peach orange raw silk with white thread and  gold sequin,https://cdn.shopify.com/s/files/1/0096/8264/9145/products/WhatsAppImage2020-08-10at12.16.25PM_9.jpg?v=1597581492,1
,,,,,
725,,,,https://cdn.shopify.com/s/files/1/0096/8264/9145/products/WhatsAppImage2020-08-10at12.16.25PM_8.jpg?v=1597581492,2
,,,,,
726,Saroj Fabrics,Embroidered Raw Silk,Dark gray with red and green embroidery ,https://cdn.shopify.com/s/files/1/0096/8264/9145/products/WhatsAppImage2020-08-10at12.17.48PM_2.jpg?v=1597581430,1
,,,,,
727,,,,https://cdn.shopify.com/s/files/1/0096/8264/9145/products/WhatsAppImage2020-08-10at12.17.48PM_1.jpg?v=1597581430,2
,,,,,
732,Saroj Fabrics,Embroidered Raw Silk,Salmon pink raw silk with white thread and silver embroidery,https://cdn.shopify.com/s/files/1/0096/8264/9145/products/WhatsAppImage2020-08-10at12.16.54PM_1.jpg?v=1597580424,1
,,,,,
733,,,,https://cdn.shopify.com/s/files/1/0096/8264/9145/products/WhatsAppImage2020-08-10at12.16.54PM_3.jpg?v=1597580425,2
,,,,,
734,Saroj Fabrics,Embroidered Raw Silk,White raw silk with white thread ans mirror work,https://cdn.shopify.com/s/files/1/0096/8264/9145/products/WhatsAppImage2020-08-10at12.15.34PM_3.jpg?v=1597580305,1
,,,,,
735,,,,https://cdn.shopify.com/s/files/1/0096/8264/9145/products/WhatsAppImage2020-08-10at12.15.34PM_2.jpg?v=1597580305,2
,,,,,
736,Saroj Fabrics,Embroidered Raw Silk,"Off white raw silk with red, green and gold thread and gold sequin embroidery",https://cdn.shopify.com/s/files/1/0096/8264/9145/products/WhatsAppImage2020-08-10at12.15.59PM_1.jpg?v=1597580185,1
,,,,,
737,,,,https://cdn.shopify.com/s/files/1/0096/8264/9145/products/WhatsAppImage2020-08-10at12.15.59PM.jpg?v=1597580185,2
,,,,,
742,Saroj Fabrics,Embroidered Raw Silk,Creamish yellow benarsi slub silk with gold silk thread square pattern woven,https://cdn.shopify.com/s/files/1/0096/8264/9145/products/WhatsAppImage2020-08-10at12.14.57PM_5.jpg?v=1597578192,1
,,,,,
743,,,,https://cdn.shopify.com/s/files/1/0096/8264/9145/products/WhatsAppImage2020-08-10at12.14.57PM_4.jpg?v=1597578192,2
,,,,,
752,Saroj Fabrics,Embroidered Georgette,"Purple georgette with white, yellow, oink, green gold, red thread embroidery",https://cdn.shopify.com/s/files/1/0096/8264/9145/products/WhatsAppImage2020-08-10at11.56.18AM_1.jpg?v=1597575985,1
,,,,,
753,,,,https://cdn.shopify.com/s/files/1/0096/8264/9145/products/WhatsAppImage2020-08-10at11.56.18AM.jpg?v=1597575985,2
,,,,,
756,Saroj Fabrics,Embroidered Georgette,Sea  green georgette with off white flower motif inside geometric pattern,https://cdn.shopify.com/s/files/1/0096/8264/9145/products/WhatsAppImage2020-08-10at11.55.45AM_1.jpg?v=1597573639,1
,,,,,
757,,,,https://cdn.shopify.com/s/files/1/0096/8264/9145/products/WhatsAppImage2020-08-10at11.55.45AM_2.jpg?v=1597573640,2
,,,,,
758,Saroj Fabrics,Embroidered Georgette,light tan brown georgette with white and gold thread and silver sequin,https://cdn.shopify.com/s/files/1/0096/8264/9145/products/WhatsAppImage2020-08-10at11.55.23AM_3.jpg?v=1597572355,1
,,,,,
759,,,,https://cdn.shopify.com/s/files/1/0096/8264/9145/products/WhatsAppImage2020-08-10at11.55.23AM_2.jpg?v=1597572355,2
,,,,,
760,Saroj Fabrics,Embroidered Georgette,Cream yellow georgette with mirror and mutted gold embroidery,https://cdn.shopify.com/s/files/1/0096/8264/9145/products/WhatsAppImage2020-08-10at11.58.23AM_9.jpg?v=1597572219,1
,,,,,
761,,,,https://cdn.shopify.com/s/files/1/0096/8264/9145/products/WhatsAppImage2020-08-10at11.58.23AM_8.jpg?v=1597572219,2
,,,,,
764,Saroj Fabrics,Embroidered Georgette,Black georgette with gold embroidery work,https://cdn.shopify.com/s/files/1/0096/8264/9145/products/WhatsAppImage2020-08-10at11.58.24AM_1.jpg?v=1597564388,1
,,,,,
765,,,,https://cdn.shopify.com/s/files/1/0096/8264/9145/products/WhatsAppImage2020-08-10at11.58.24AM.jpg?v=1597564388,2
,,,,,
766,Saroj Fabrics,Embroidered Georgette,Pistachio green georgette with green and gold embriodery ,https://cdn.shopify.com/s/files/1/0096/8264/9145/products/WhatsAppImage2020-08-10at11.58.23AM.jpg?v=1597564133,1
,,,,,
767,,,,https://cdn.shopify.com/s/files/1/0096/8264/9145/products/WhatsAppImage2020-08-10at11.58.04AM_24.jpg?v=1597564133,2
,,,,,
768,Saroj Fabrics,Embroidered Georgette,Light tan brown georgette with off white small flower embroidery,https://cdn.shopify.com/s/files/1/0096/8264/9145/products/WhatsAppImage2020-08-10at11.55.42AM_2.jpg?v=1597560579,1
,,,,,
769,,,,https://cdn.shopify.com/s/files/1/0096/8264/9145/products/WhatsAppImage2020-08-10at11.55.42AM_1.jpg?v=1597560579,2
,,,,,
770,Saroj Fabrics,Embroidered Georgette,"Brown georgette with red, green, yellow, peach orange, pink gray and navy thread and mirror work",https://cdn.shopify.com/s/files/1/0096/8264/9145/products/WhatsAppImage2020-08-10at12.14.28PM_5.jpg?v=1597560490,1
,,,,,
771,,,,https://cdn.shopify.com/s/files/1/0096/8264/9145/products/WhatsAppImage2020-08-10at12.14.28PM_4.jpg?v=1597560490,2
,,,,,
774,Saroj Fabrics,Embroidered Georgette,Light mint green georgette with gold sequin work ,https://cdn.shopify.com/s/files/1/0096/8264/9145/products/WhatsAppImage2020-08-10at11.58.03AM_3.jpg?v=1597558590,1
,,,,,
775,,,,https://cdn.shopify.com/s/files/1/0096/8264/9145/products/WhatsAppImage2020-08-10at11.58.03AM_2.jpg?v=1597558590,2
,,,,,
782,Saroj Fabrics,Silk Printed,White with orange and green digital prints,https://cdn.shopify.com/s/files/1/0096/8264/9145/products/WhatsAppImage2020-07-13at11.09.57AM.jpg?v=1596960781,1
,,,,,
783,,,,https://cdn.shopify.com/s/files/1/0096/8264/9145/products/WhatsAppImage2020-07-13at11.09.53AM.jpg?v=1596960781,2
,,,,,
784,Saroj Fabrics,Cotton Satin Printed,"Red cotton satin with green, yellow and black flower block prints",https://cdn.shopify.com/s/files/1/0096/8264/9145/products/WhatsAppImage2020-07-13at11.13.32AM.jpg?v=1596955781,1
,,,,,
785,,,,https://cdn.shopify.com/s/files/1/0096/8264/9145/products/WhatsAppImage2020-07-13at11.13.30AM.jpg?v=1596955781,2
,,,,,
786,Saroj Fabrics,Silk Printed,White Dupioni silk with gold block prints,https://cdn.shopify.com/s/files/1/0096/8264/9145/products/WhatsAppImage2020-07-08at1.49.38PM.jpg?v=1596949765,1
,,,,,
787,,,,https://cdn.shopify.com/s/files/1/0096/8264/9145/products/WhatsAppImage2020-07-08at1.49.23PM.jpg?v=1596949765,2
,,,,,
788,Saroj Fabrics,Cotton Satin Printed,Black cotton satin with gold and blue block print,https://cdn.shopify.com/s/files/1/0096/8264/9145/products/WhatsAppImage2020-07-08at2.02.35PM.jpg?v=1596949530,1
,,,,,
789,,,,https://cdn.shopify.com/s/files/1/0096/8264/9145/products/WhatsAppImage2020-07-08at2.02.29PM.jpg?v=1596949530,2
,,,,,
790,Saroj Fabrics,Linen Printed,off white linen light tan brown with orange and pink and white block print ,https://cdn.shopify.com/s/files/1/0096/8264/9145/products/WhatsAppImage2020-07-08at2.00.15PM.jpg?v=1596872484,1
,,,,,
791,,,,https://cdn.shopify.com/s/files/1/0096/8264/9145/products/WhatsAppImage2020-07-08at2.00.07PM.jpg?v=1596872484,2
,,,,,
792,Saroj Fabrics,Linen Printed,Off white linen fabric with rust orange and green prints,https://cdn.shopify.com/s/files/1/0096/8264/9145/products/WhatsAppImage2020-07-08at2.04.02PM.jpg?v=1596869787,1
,,,,,
793,,,,https://cdn.shopify.com/s/files/1/0096/8264/9145/products/WhatsAppImage2020-07-08at2.03.57PM.jpg?v=1596869787,2
,,,,,
794,Saroj Fabrics,Linen Printed,"Cream yellow linen with gray, red, black and green bird print and black highlights",https://cdn.shopify.com/s/files/1/0096/8264/9145/products/WhatsAppImage2020-07-08at2.05.14PM.jpg?v=1596869633,1
,,,,,
795,,,,https://cdn.shopify.com/s/files/1/0096/8264/9145/products/WhatsAppImage2020-07-08at2.05.09PM.jpg?v=1596869633,2
,,,,,
796,Saroj Fabrics,Linen Printed,"Off white linen with black, rust orange and brown prints",https://cdn.shopify.com/s/files/1/0096/8264/9145/products/WhatsAppImage2020-07-08at2.06.25PM.jpg?v=1596869551,1
,,,,,
797,,,,https://cdn.shopify.com/s/files/1/0096/8264/9145/products/WhatsAppImage2020-07-08at2.06.20PM.jpg?v=1596869551,2
,,,,,
805,Saroj Fabrics,Linen Printed,Yellow green linen with self print and orange red flower and olive green paisely prints,https://cdn.shopify.com/s/files/1/0096/8264/9145/products/WhatsAppImage2020-07-08at2.04.38PM.jpg?v=1596868950,1
,,,,,
806,,,,https://cdn.shopify.com/s/files/1/0096/8264/9145/products/WhatsAppImage2020-07-08at2.04.32PM.jpg?v=1596868950,2
,,,,,
807,Saroj Fabrics,Linen Printed,"Pistachio green linen with self prints and red, green and yellow prints",https://cdn.shopify.com/s/files/1/0096/8264/9145/products/WhatsAppImage2020-07-08at2.04.58PM.jpg?v=1596868824,1
,,,,,
808,,,,https://cdn.shopify.com/s/files/1/0096/8264/9145/products/WhatsAppImage2020-07-08at2.04.53PM.jpg?v=1596868824,2
,,,,,
809,Saroj Fabrics,Linen Printed,"Light green linenwith red, dark green floral prints",https://cdn.shopify.com/s/files/1/0096/8264/9145/products/WhatsAppImage2020-07-08at2.04.20PM.jpg?v=1596820171,1
,,,,,
810,,,,https://cdn.shopify.com/s/files/1/0096/8264/9145/products/WhatsAppImage2020-07-08at2.04.14PM.jpg?v=1596820171,2
,,,,,
845,Saroj Fabrics,Embroidered Chanderi,Taupe gray chanderi silk with gold flower butta with navy blue thread in the centre,https://cdn.shopify.com/s/files/1/0096/8264/9145/products/WhatsAppImage2020-06-30at5.06.17PM.jpg?v=1593964992,1
,,,,,
846,,,,https://cdn.shopify.com/s/files/1/0096/8264/9145/products/WhatsAppImage2020-06-30at5.06.42PM.jpg?v=1593964992,2
,,,,,
863,Saroj Fabrics,Embroidered Georgette,White gerogette with off white and thread and mirror work,https://cdn.shopify.com/s/files/1/0096/8264/9145/products/WhatsAppImage2020-03-16at12.19.46PM_2.jpg?v=1584895537,1
,,,,,
864,,,,https://cdn.shopify.com/s/files/1/0096/8264/9145/products/WhatsAppImage2020-03-16at12.19.47PM.jpg?v=1584896139,2
,,,,,
876,Saroj Fabrics,Embroidered Georgette,White georgette with white thread and gold sequin work,https://cdn.shopify.com/s/files/1/0096/8264/9145/products/WhatsAppImage2020-03-07at5.10.36PM.jpg?v=1584268690,1
,,,,,
877,,,,https://cdn.shopify.com/s/files/1/0096/8264/9145/products/WhatsAppImage2020-03-07at5.10.36PM_1.jpg?v=1584268690,2
,,,,,
896,Saroj Fabrics,Lycra Satin Shimmer Pleated,Metallic silver lycra pleated fabric ,https://cdn.shopify.com/s/files/1/0096/8264/9145/products/WhatsApp_Image_2020-02-24_at_4.18.24_PM_2.jpg?v=1582907633,1
,,,,,
897,,,,https://cdn.shopify.com/s/files/1/0096/8264/9145/products/WhatsApp_Image_2020-02-24_at_4.18.24_PM_1.jpg?v=1582907633,2
,,,,,
912,Saroj Fabrics,Embroidered Raw Silk,Gray raw silk with white embroidery,https://cdn.shopify.com/s/files/1/0096/8264/9145/products/WhatsApp_Image_2020-01-04_at_5.11.48_PM.jpg?v=1580703190,1
,,,,,
913,,,,https://cdn.shopify.com/s/files/1/0096/8264/9145/products/WhatsApp_Image_2020-01-04_at_5.11.48_PM_1.jpg?v=1580703190,2
,,,,,
916,Saroj Fabrics,Embroidered Raw Silk,Peach light with white embroidery,https://cdn.shopify.com/s/files/1/0096/8264/9145/products/WhatsApp_Image_2020-01-04_at_5.11.41_PM.jpg?v=1580702704,1
,,,,,
917,,,,https://cdn.shopify.com/s/files/1/0096/8264/9145/products/WhatsApp_Image_2020-01-04_at_5.11.41_PM_1.jpg?v=1580702704,2
,,,,,
926,Saroj Fabrics,Embroidered Georgette,White georgette with silver and white embroidery,https://cdn.shopify.com/s/files/1/0096/8264/9145/products/WhatsApp_Image_2020-01-04_at_4.58.22_PM_2.jpg?v=1580700865,1
,,,,,
927,,,,https://cdn.shopify.com/s/files/1/0096/8264/9145/products/WhatsApp_Image_2020-01-04_at_4.58.22_PM_3.jpg?v=1580700865,2
,,,,,
928,Saroj Fabrics,Embroidered Dupion,Orange red dupioni silk with white thread and gold sequin embroidery,https://cdn.shopify.com/s/files/1/0096/8264/9145/products/WhatsApp_Image_2020-01-04_at_5.11.49_PM_1.jpg?v=1580700146,1
,,,,,
929,,,,https://cdn.shopify.com/s/files/1/0096/8264/9145/products/WhatsApp_Image_2020-01-04_at_5.11.50_PM.jpg?v=1580700146,2
,,,,,
930,Saroj Fabrics,Brocade,Orange red banarsi silk with gold brocade dots,https://cdn.shopify.com/s/files/1/0096/8264/9145/products/WhatsApp_Image_2020-01-04_at_4.38.29_PM_3.jpg?v=1580274946,1
,,,,,
931,,,,https://cdn.shopify.com/s/files/1/0096/8264/9145/products/WhatsApp_Image_2020-01-04_at_4.38.29_PM_2.jpg?v=1580274946,2
,,,,,
932,Saroj Fabrics,Brocade,Fuschia pink banarsi silk with gold brocade dots,https://cdn.shopify.com/s/files/1/0096/8264/9145/products/WhatsApp_Image_2020-01-04_at_4.39.15_PM_4.jpg?v=1580274770,1
,,,,,
933,,,,https://cdn.shopify.com/s/files/1/0096/8264/9145/products/WhatsApp_Image_2020-01-04_at_4.39.15_PM_3.jpg?v=1580274770,2
,,,,,
934,Saroj Fabrics,Brocade,Parrot green  banarsi silk with gold brocade dots,https://cdn.shopify.com/s/files/1/0096/8264/9145/products/WhatsApp_Image_2020-01-04_at_4.38.29_PM.jpg?v=1580274707,1
,,,,,
935,,,,https://cdn.shopify.com/s/files/1/0096/8264/9145/products/WhatsApp_Image_2020-01-04_at_4.38.28_PM_2.jpg?v=1580274707,2
,,,,,
936,Saroj Fabrics,Brocade,Orange red banarasi silk with gold butta,https://cdn.shopify.com/s/files/1/0096/8264/9145/products/WhatsApp_Image_2020-01-04_at_4.42.11_PM.jpg?v=1580274643,1
,,,,,
937,,,,https://cdn.shopify.com/s/files/1/0096/8264/9145/products/WhatsApp_Image_2020-01-04_at_4.41.27_PM.jpg?v=1580274643,2
,,,,,
938,Saroj Fabrics,Brocade,Teal blue banarasi silk with gold zari butta,https://cdn.shopify.com/s/files/1/0096/8264/9145/products/WhatsApp_Image_2020-01-04_at_4.42.13_PM_1.jpg?v=1580274598,1
,,,,,
939,,,,https://cdn.shopify.com/s/files/1/0096/8264/9145/products/WhatsApp_Image_2020-01-04_at_4.42.13_PM.jpg?v=1580274598,2
,,,,,
940,Saroj Fabrics,Brocade,Turquoise blue gold zari small mango shaped motif ,https://cdn.shopify.com/s/files/1/0096/8264/9145/products/WhatsApp_Image_2020-01-04_at_4.39.14_PM.jpg?v=1580274567,1
,,,,,
941,,,,https://cdn.shopify.com/s/files/1/0096/8264/9145/products/WhatsApp_Image_2020-01-04_at_4.38.29_PM_5.jpg?v=1580274567,2
,,,,,
942,Saroj Fabrics,Brocade,Peach light orange with light gold butta,https://cdn.shopify.com/s/files/1/0096/8264/9145/products/WhatsApp_Image_2020-01-04_at_4.42.16_PM_1.jpg?v=1580274366,1
,,,,,
943,,,,https://cdn.shopify.com/s/files/1/0096/8264/9145/products/WhatsApp_Image_2020-01-04_at_4.42.16_PM.jpg?v=1580274366,2
,,,,,
944,Saroj Fabrics,Brocade,White silk with golden brocade,https://cdn.shopify.com/s/files/1/0096/8264/9145/products/WhatsApp_Image_2020-01-04_at_4.42.15_PM.jpg?v=1580274249,1
,,,,,
945,,,,https://cdn.shopify.com/s/files/1/0096/8264/9145/products/WhatsApp_Image_2020-01-04_at_4.42.14_PM_2.jpg?v=1580274249,2
,,,,,
948,Saroj Fabrics,Brocade,Navy blue silk with gold brocade ,https://cdn.shopify.com/s/files/1/0096/8264/9145/products/WhatsApp_Image_2020-01-04_at_4.42.12_PM_2.jpg?v=1580273920,1
,,,,,
949,,,,https://cdn.shopify.com/s/files/1/0096/8264/9145/products/WhatsApp_Image_2020-01-04_at_4.42.12_PM_1.jpg?v=1580273920,2
,,,,,
950,Saroj Fabrics,Brocade,Black silk with gold zari brocade,https://cdn.shopify.com/s/files/1/0096/8264/9145/products/WhatsApp_Image_2020-01-04_at_4.38.28_PM.jpg?v=1580273592,1
,,,,,
951,,,,https://cdn.shopify.com/s/files/1/0096/8264/9145/products/WhatsApp_Image_2020-01-04_at_4.38.27_PM.jpg?v=1580273592,2
,,,,,
956,Saroj Fabrics,Embroidered Raw Silk,Sunshine yellow silk with red flower and gold thread embroidery,https://cdn.shopify.com/s/files/1/0096/8264/9145/products/WhatsApp_Image_2019-12-24_at_1.56.23_PM_1.jpg?v=1580191635,1
,,,,,
957,,,,https://cdn.shopify.com/s/files/1/0096/8264/9145/products/WhatsApp_Image_2019-12-24_at_1.56.23_PM.jpg?v=1580191635,2
,,,,,
971,Saroj Fabrics,Embroidered Raw Silk,Olive green with salmon pink embroidery,https://cdn.shopify.com/s/files/1/0096/8264/9145/products/WhatsApp_Image_2019-12-16_at_2.15.46_PM_3.jpg?v=1577882778,1
,,,,,
972,,,,https://cdn.shopify.com/s/files/1/0096/8264/9145/products/WhatsApp_Image_2019-12-16_at_2.15.47_PM.jpg?v=1577882778,2
,,,,,
973,,,,https://cdn.shopify.com/s/files/1/0096/8264/9145/products/Pista_Green_875f5edb-3df2-4973-8926-4aee86438fcd.jpg?v=1577882805,3
,,,,,
974,Saroj Fabrics,Embroidered Raw Silk,Coral orange with white thread embroidery ,https://cdn.shopify.com/s/files/1/0096/8264/9145/products/WhatsApp_Image_2019-12-16_at_2.18.24_PM.jpg?v=1577880824,1
,,,,,
975,,,,https://cdn.shopify.com/s/files/1/0096/8264/9145/products/WhatsApp_Image_2019-12-16_at_2.18.22_PM.jpg?v=1577880824,2
,,,,,
976,,,,https://cdn.shopify.com/s/files/1/0096/8264/9145/products/Coral_Peach.jpg?v=1577880849,3
,,,,,
980,Saroj Fabrics,Embroidered Raw Silk,Peach orange soft silk with white thread embroidred,https://cdn.shopify.com/s/files/1/0096/8264/9145/products/WhatsApp_Image_2019-12-16_at_2.15.46_PM.jpg?v=1577879048,1
,,,,,
981,,,,https://cdn.shopify.com/s/files/1/0096/8264/9145/products/WhatsApp_Image_2019-12-16_at_2.15.46_PM_1.jpg?v=1577879048,2
,,,,,
982,,,,https://cdn.shopify.com/s/files/1/0096/8264/9145/products/Peach_3ac95f78-b861-4c30-aa54-f5dac9557e61.jpg?v=1577879077,3
,,,,,
983,Saroj Fabrics,Embroidered Chanderi,White chanderi silk with silver and white embroidery,https://cdn.shopify.com/s/files/1/0096/8264/9145/products/WhatsApp_Image_2019-12-16_at_2.16.45_PM_1.jpg?v=1577878718,1
,,,,,
984,,,,https://cdn.shopify.com/s/files/1/0096/8264/9145/products/WhatsApp_Image_2019-12-16_at_2.16.46_PM.jpg?v=1577878722,2
,,,,,
985,,,,https://cdn.shopify.com/s/files/1/0096/8264/9145/products/WhatsApp_Image_2019-12-16_at_2.16.45_PM.jpg?v=1577878749,3
,,,,,
986,Saroj Fabrics,Dyeable Fabric,White net with mirror and white thread work. ,https://cdn.shopify.com/s/files/1/0096/8264/9145/products/WhatsApp_Image_2019-12-16_at_2.15.54_PM_1.jpg?v=1577876395,1
,,,,,
987,,,,https://cdn.shopify.com/s/files/1/0096/8264/9145/products/WhatsApp_Image_2019-12-16_at_2.15.55_PM.jpg?v=1577876395,2
,,,,,
988,,,,https://cdn.shopify.com/s/files/1/0096/8264/9145/products/White_Net_Abla_Work_Buti.jpg?v=1577876430,3
,,,,,
1110,Saroj Fabrics,Brocade,Dark gray silk with x patterned gold brocade,https://cdn.shopify.com/s/files/1/0096/8264/9145/products/S801213-1.jpg?v=1551123336,1
,,,,,
1111,,,,https://cdn.shopify.com/s/files/1/0096/8264/9145/products/S801213-2.jpg?v=1551123336,2
,,,,,
1112,,,,https://cdn.shopify.com/s/files/1/0096/8264/9145/products/S801213-3.jpg?v=1551123336,3
,,,,,
1113,Saroj Fabrics,Brocade,Indigo blue silk and gold zari mango pattern butta,https://cdn.shopify.com/s/files/1/0096/8264/9145/products/S081729-1.jpg?v=1551123290,1
,,,,,
1114,,,,https://cdn.shopify.com/s/files/1/0096/8264/9145/products/S081729-2.jpg?v=1551123290,2
,,,,,
1115,,,,https://cdn.shopify.com/s/files/1/0096/8264/9145/products/S081729-3.jpg?v=1551123290,3
,,,,,
1116,Saroj Fabrics,Brocade,Sage green tussar silk with sea green thread embroidery,https://cdn.shopify.com/s/files/1/0096/8264/9145/products/S081717-1.jpg?v=1551123277,1
,,,,,
1117,,,,https://cdn.shopify.com/s/files/1/0096/8264/9145/products/S081717-2.jpg?v=1551123277,2
,,,,,
1118,,,,https://cdn.shopify.com/s/files/1/0096/8264/9145/products/S081717-3.jpg?v=1551123277,3
,,,,,
1119,Saroj Fabrics,Brocade,Old gold silk with mutted gold animal and geometric brocade ,https://cdn.shopify.com/s/files/1/0096/8264/9145/products/S010480-1.jpg?v=1551123231,1
,,,,,
1120,,,,https://cdn.shopify.com/s/files/1/0096/8264/9145/products/S010480-2.jpg?v=1551123230,2
,,,,,
1121,,,,https://cdn.shopify.com/s/files/1/0096/8264/9145/products/S010480-3.jpg?v=1551123230,3
,,,,,
1122,Saroj Fabrics,Brocade,Royal blue with flower pot gold motif,https://cdn.shopify.com/s/files/1/0096/8264/9145/products/S002029-1.jpg?v=1550161142,1
,,,,,
1123,,,,https://cdn.shopify.com/s/files/1/0096/8264/9145/products/S002029-2.jpg?v=1550161142,2
,,,,,
1124,,,,https://cdn.shopify.com/s/files/1/0096/8264/9145/products/S002029-3.jpg?v=1550161142,3
,,,,,
1125,Saroj Fabrics,Brocade,Old parchment beige silk base with  large mutted zari  circle motif ,https://cdn.shopify.com/s/files/1/0096/8264/9145/products/S002028-1.jpg?v=1550161134,1
,,,,,
1126,,,,https://cdn.shopify.com/s/files/1/0096/8264/9145/products/S002028-2.jpg?v=1550161134,2
,,,,,
1127,,,,https://cdn.shopify.com/s/files/1/0096/8264/9145/products/S002028-3.jpg?v=1550161134,3
,,,,,
1160,Saroj Fabrics Online,Satin Linen Plain,Plain Old gold satin linen ,https://cdn.shopify.com/s/files/1/0096/8264/9145/products/IMG_9932.jpg?v=1544441714,1
,,,,,
1161,,,,https://cdn.shopify.com/s/files/1/0096/8264/9145/products/IMG_9934.jpg?v=1544441714,2
,,,,,
1162,,,,https://cdn.shopify.com/s/files/1/0096/8264/9145/products/IMG_9933.jpg?v=1544441714,3
,,,,,
1163,Saroj Fabrics Online,Satin Linen Plain,Plain Dark wine red satin linen ,https://cdn.shopify.com/s/files/1/0096/8264/9145/products/IMG_9823.jpg?v=1544441615,1
,,,,,
1164,,,,https://cdn.shopify.com/s/files/1/0096/8264/9145/products/IMG_9825.jpg?v=1544441615,2
,,,,,
1165,,,,https://cdn.shopify.com/s/files/1/0096/8264/9145/products/IMG_9824.jpg?v=1544441615,3
,,,,,
1166,Saroj Fabrics Online,Satin Linen Plain,Plain light beige neutral satin linen,https://cdn.shopify.com/s/files/1/0096/8264/9145/products/IMG_9809.jpg?v=1544441538,1
,,,,,
1167,,,,https://cdn.shopify.com/s/files/1/0096/8264/9145/products/IMG_9811.jpg?v=1544441538,2
,,,,,
1168,,,,https://cdn.shopify.com/s/files/1/0096/8264/9145/products/IMG_9810.jpg?v=1544441538,3
,,,,,
1169,Saroj Fabrics Online,Satin Linen Plain,Plain navy blue satin linen,https://cdn.shopify.com/s/files/1/0096/8264/9145/products/IMG_9819.jpg?v=1544441358,1
,,,,,
1170,,,,https://cdn.shopify.com/s/files/1/0096/8264/9145/products/IMG_9821.jpg?v=1544441358,2
,,,,,
1171,,,,https://cdn.shopify.com/s/files/1/0096/8264/9145/products/IMG_9820.jpg?v=1544441358,3
,,,,,
